full_id,osm_id,osm_type,water,waterway,emergency,building:levels,aircraft:type,wikimedia_commons,wheelchair,ship:type,reservation,ref,opening_hours,historic,wetland,addr:street,addr:housenumber,addr:country,addr:city,building,artwork_type,source:name,leaf_cycle,layer,leaf_type,reservoir_type,landuse,wastewater,survey:date,fishing,oktmo:user,barrier,alt_name:ru,place,tidal,dock,covered,description,seasonal,local_name,access,name:es,old_name,name:it,int_name,loc_name,contact:website,operator,start_date,name:be,amenity,official_name,salt,intermittent,tourism,name:de,sport,alt_name,boat,wikipedia,wikidata,name:ru,name:en,type,natural,name:uk,name
w52549466,"52549466",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w52549467,"52549467",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w52549468,"52549468",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w52549469,"52549469",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w52554846,"52554846",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554847,"52554847",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554848,"52554848",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554849,"52554849",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554850,"52554850",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554851,"52554851",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554852,"52554852",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554853,"52554853",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554854,"52554854",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554855,"52554855",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554856,"52554856",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554857,"52554857",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554858,"52554858",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554859,"52554859",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554860,"52554860",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554861,"52554861",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554862,"52554862",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554863,"52554863",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554864,"52554864",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52554865,"52554865",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555224,"52555224",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555226,"52555226",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555227,"52555227",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555232,"52555232",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555233,"52555233",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555234,"52555234",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555235,"52555235",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555236,"52555236",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555237,"52555237",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555238,"52555238",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555239,"52555239",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555243,"52555243",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555244,"52555244",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555245,"52555245",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555246,"52555246",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555247,"52555247",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555248,"52555248",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555249,"52555249",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555250,"52555250",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555251,"52555251",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555252,"52555252",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555253,"52555253",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555254,"52555254",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555255,"52555255",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555256,"52555256",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555257,"52555257",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555258,"52555258",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555259,"52555259",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555260,"52555260",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555261,"52555261",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555262,"52555262",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555263,"52555263",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555264,"52555264",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555265,"52555265",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555267,"52555267",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555268,"52555268",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555269,"52555269",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555270,"52555270",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555271,"52555271",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52555273,"52555273",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52557402,"52557402",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52557421,"52557421",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52557422,"52557422",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52557423,"52557423",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52557424,"52557424",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52557428,"52557428",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52557429,"52557429",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52557430,"52557430",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52557431,"52557431",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52557433,"52557433",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52557435,"52557435",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52557436,"52557436",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52557437,"52557437",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52557438,"52557438",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52557439,"52557439",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52557442,"52557442",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52718801,"52718801",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Битцевское водохранилище,,,,,,,,,,,,,,,,,,,,,,water,Ставок Стара Битца,Пруд Старая Битца
w52719112,"52719112",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Верхній Малий Знам'янський ставок,Верхний Малый Знаменский пруд
w52719148,"52719148",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Нижній Малий Знам'янський ставок,Нижний Малый Знаменский пруд
w52719182,"52719182",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w52719187,"52719187",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w52719190,"52719190",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w52731045,"52731045",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52731060,"52731060",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52731987,"52731987",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52732409,"52732409",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w55097695,"55097695",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w55233875,"55233875",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Банний ставок,Банный пруд
w55233876,"55233876",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,ставок Чобіт,пруд Сапожок
w55349501,"55349501",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Очаковские пруды,,,,,,,water,Нікулінські ставки,Никулинские пруды
w55349507,"55349507",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Очаковские пруды,,,,,,,water,Нікулінські ставки,Никулинские пруды
w55349759,"55349759",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Очаковские пруды,,,,,,,water,Нікулінські ставки,Никулинские пруды
w55364812,"55364812",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w55886200,"55886200",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Ставки Чортаного Південне,Пруды Чертаного Южное
w58403221,"58403221",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Локасинський ставок,Локасинский пруд
w59608272,"59608272",way,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w60351025,"60351025",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Цветковский пруд,,,,,,,water,Коптевський ставок,Коптевский пруд
w62202402,"62202402",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w62333865,"62333865",way,oxbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w62656058,"62656058",way,river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w62656086,"62656086",way,river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w62656093,"62656093",way,river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w69489284,"69489284",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Хрульов ставок,Хрулёв пруд
w74203187,"74203187",way,,dam,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w74571431,"74571431",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w79581914,"79581914",way,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,островок,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w85464272,"85464272",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w86348523,"86348523",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w86348525,"86348525",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w86348527,"86348527",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w86348530,"86348530",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w86348545,"86348545",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w86348547,"86348547",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w86486784,"86486784",way,river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Самотышня,,,,,,,,,,,,,,,Алтуфьевская речка,,,,,,,water,,
w86881029,"86881029",way,,,,,,,,,,,,,,,,,,,,,deciduous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w86881045,"86881045",way,,,,,,,,,,,,,,,,,,,,,deciduous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w87367706,"87367706",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wetland,,
w87367709,"87367709",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w87367730,"87367730",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w88425577,"88425577",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w91208098,"91208098",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru:Оленьи пруды,Q19915753,,,,water,Малий Олень ставок,Малый Олений пруд
w92838222,"92838222",way,pond,,,,,,,,,,,,,,,,,,,Ю. Насимович,,,,,,,,,,,,,,,,,yes,,,,Попов овраг,,,,,,,,,,,yes,,,,,,,,,,,water,Ставок між Липецькою та Лебедянською вулицями,Пруд между Липецкой и Лебедянской улицами
w93803361,"93803361",way,basin,,,,,,,,,,,,,,,,,,architecture,,,,,,,,,,,,,,,,,,,,,Las cuatro estaciones,,,,,,,,,fountain,,,,artwork,Die vier Jahreszeiten,,,,,,,The Four Seasons,,water,Чотири пори року,Четыре времени года
w93803380,"93803380",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fountain,,,,,,,,,,,,,,water,,
w96428530,"96428530",way,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Оленяче озеро,Оленье озеро
w96487808,"96487808",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pionierteich,,,,ru:Пионерский пруд (парк Горького),Q48955592,,,,water,Піонерський ставок,Пионерский пруд
w96886613,"96886613",way,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w97684630,"97684630",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w98217915,"98217915",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Верхній Коробківський ставок,Верхний Коробковский пруд
w98217918,"98217918",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Нижній Коробківський ставок,Нижний Коробковский пруд
w98217920,"98217920",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Середній Коробківський ставок,Средний Коробковский пруд
w98399480,"98399480",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Собачий ставок,Собачий пруд
w100355480,"100355480",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w100355482,"100355482",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w100368433,"100368433",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w100538497,"100538497",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w100538516,"100538516",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w100538520,"100538520",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w100538528,"100538528",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w100538534,"100538534",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w102716718,"102716718",way,,dam,,,,,,,,,,,,,,,,service,,,,,,,,,,,,,,,,,,Карамышевская Плотина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w103071119,"103071119",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Мневніковський ставок,Мневниковский пруд
w103071183,"103071183",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w103071235,"103071235",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Великий Мневниківський ставок,Большой Мнёвниковский пруд
w107436428,"107436428",way,,,,,,,,,,,,,,,,,,,,,,,broadleaved,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w107436488,"107436488",way,,,,,,,,,,,,,,,,,,,,,,,broadleaved,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w107436579,"107436579",way,,,,,,,,,,,,,,,,,,,,,,,broadleaved,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w109215225,"109215225",way,,,,,,,,,,,,,,Большая Пироговская улица,27 с7,RU,Москва,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109467267,"109467267",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru:Пресненские пруды,Q21644068,,,,water,,
w110889846,"110889846",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Дюсельдорфський ставок,Дюссельдорфский пруд
w111453031,"111453031",way,,,,,,,,,,,,,,,,,,,,,,,broadleaved,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w114711493,"114711493",way,,,,,,,,,,,,,marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wetland,,
w114711494,"114711494",way,,,,,,,,,,,,,marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wetland,,
w114711503,"114711503",way,,,,,,,,,,,,,marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wetland,,
w114711509,"114711509",way,,,,,,,,,,,,,marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wetland,,
